ODATEDW,OSOURCE,TCODE,STATE,ZIP,MAILCODE,PVASTATE,DOB,NOEXCH,RECINHSE,RECP3,RECPGVG,RECSWEEP,MDMAUD,DOMAIN,CLUSTER,AGE,AGEFLAG,HOMEOWNR,CHILD03,CHILD07,CHILD12,CHILD18,NUMCHLD,INCOME,GENDER,WEALTH1,HIT,MBCRAFT,MBGARDEN,MBBOOKS,MBCOLECT,MAGFAML,MAGFEM,MAGMALE,PUBGARDN,PUBCULIN,PUBHLTH,PUBDOITY,PUBNEWFN,PUBPHOTO,PUBOPP,DATASRCE,MALEMILI,MALEVET,VIETVETS,WWIIVETS,LOCALGOV,STATEGOV,FEDGOV,SOLP3,SOLIH,MAJOR,WEALTH2,GEOCODE,COLLECT1,VETERANS,BIBLE,CATLG,HOMEE,PETS,CDPLAY,STEREO,PCOWNERS,PHOTO,CRAFTS,FISHER,GARDENIN,BOATS,WALKER,KIDSTUFF,CARDS,PLATES,LIFESRC,PEPSTRFL,POP901,POP902,POP903,POP90C1,POP90C2,POP90C3,POP90C4,POP90C5,ETH1,ETH2,ETH3,ETH4,ETH5,ETH6,ETH7,ETH8,ETH9,ETH10,ETH11,ETH12,ETH13,ETH14,ETH15,ETH16,AGE901,AGE902,AGE903,AGE904,AGE905,AGE906,AGE907,CHIL1,CHIL2,CHIL3,AGEC1,AGEC2,AGEC3,AGEC4,AGEC5,AGEC6,AGEC7,CHILC1,CHILC2,CHILC3,CHILC4,CHILC5,HHAGE1,HHAGE2,HHAGE3,HHN1,HHN2,HHN3,HHN4,HHN5,HHN6,MARR1,MARR2,MARR3,MARR4,HHP1,HHP2,DW1,DW2,DW3,DW4,DW5,DW6,DW7,DW8,DW9,HV1,HV2,HV3,HV4,HU1,HU2,HU3,HU4,HU5,HHD1,HHD2,HHD3,HHD4,HHD5,HHD6,HHD7,HHD8,HHD9,HHD10,HHD11,HHD12,ETHC1,ETHC2,ETHC3,ETHC4,ETHC5,ETHC6,HVP1,HVP2,HVP3,HVP4,HVP5,HVP6,HUR1,HUR2,RHP1,RHP2,RHP3,RHP4,HUPA1,HUPA2,HUPA3,HUPA4,HUPA5,HUPA6,HUPA7,RP1,RP2,RP3,RP4,MSA,ADI,DMA,IC1,IC2,IC3,IC4,IC5,IC6,IC7,IC8,IC9,IC10,IC11,IC12,IC13,IC14,IC15,IC16,IC17,IC18,IC19,IC20,IC21,IC22,IC23,HHAS1,HHAS2,HHAS3,HHAS4,MC1,MC2,MC3,TPE1,TPE2,TPE3,TPE4,TPE5,TPE6,TPE7,TPE8,TPE9,PEC1,PEC2,TPE10,TPE11,TPE12,TPE13,LFC1,LFC2,LFC3,LFC4,LFC5,LFC6,LFC7,LFC8,LFC9,LFC10,OCC1,OCC2,OCC3,OCC4,OCC5,OCC6,OCC7,OCC8,OCC9,OCC10,OCC11,OCC12,OCC13,EIC1,EIC2,EIC3,EIC4,EIC5,EIC6,EIC7,EIC8,EIC9,EIC10,EIC11,EIC12,EIC13,EIC14,EIC15,EIC16,OEDC1,OEDC2,OEDC3,OEDC4,OEDC5,OEDC6,OEDC7,EC1,EC2,EC3,EC4,EC5,EC6,EC7,EC8,SEC1,SEC2,SEC3,SEC4,SEC5,AFC1,AFC2,AFC3,AFC4,AFC5,AFC6,VC1,VC2,VC3,VC4,ANC1,ANC2,ANC3,ANC4,ANC5,ANC6,ANC7,ANC8,ANC9,ANC10,ANC11,ANC12,ANC13,ANC14,ANC15,POBC1,POBC2,LSC1,LSC2,LSC3,LSC4,VOC1,VOC2,VOC3,HC1,HC2,HC3,HC4,HC5,HC6,HC7,HC8,HC9,HC10,HC11,HC12,HC13,HC14,HC15,HC16,HC17,HC18,HC19,HC20,HC21,MHUC1,MHUC2,AC1,AC2,ADATE_2,ADATE_3,ADATE_4,ADATE_5,ADATE_6,ADATE_7,ADATE_8,ADATE_9,ADATE_10,ADATE_11,ADATE_12,ADATE_13,ADATE_14,ADATE_15,ADATE_16,ADATE_17,ADATE_18,ADATE_19,ADATE_20,ADATE_21,ADATE_22,ADATE_23,ADATE_24,RFA_2,RFA_3,RFA_4,RFA_5,RFA_6,RFA_7,RFA_8,RFA_9,RFA_10,RFA_11,RFA_12,RFA_13,RFA_14,RFA_15,RFA_16,RFA_17,RFA_18,RFA_19,RFA_20,RFA_21,RFA_22,RFA_23,RFA_24,CARDPROM,MAXADATE,NUMPROM,CARDPM12,NUMPRM12,RDATE_3,RDATE_4,RDATE_5,RDATE_6,RDATE_7,RDATE_8,RDATE_9,RDATE_10,RDATE_11,RDATE_12,RDATE_13,RDATE_14,RDATE_15,RDATE_16,RDATE_17,RDATE_18,RDATE_19,RDATE_20,RDATE_21,RDATE_22,RDATE_23,RDATE_24,RAMNT_3,RAMNT_4,RAMNT_5,RAMNT_6,RAMNT_7,RAMNT_8,RAMNT_9,RAMNT_10,RAMNT_11,RAMNT_12,RAMNT_13,RAMNT_14,RAMNT_15,RAMNT_16,RAMNT_17,RAMNT_18,RAMNT_19,RAMNT_20,RAMNT_21,RAMNT_22,RAMNT_23,RAMNT_24,RAMNTALL,NGIFTALL,CARDGIFT,MINRAMNT,MINRDATE,MAXRAMNT,MAXRDATE,LASTGIFT,LASTDATE,FISTDATE,NEXTDATE,TIMELAG,AVGGIFT,CONTROLN,TARGET_B,TARGET_D,HPHONE_D,RFA_2R,RFA_2F,RFA_2A,MDMAUD_R,MDMAUD_F,MDMAUD_A,CLUSTER2,GEOCODE2
8601,MBC,2,MO,63366, , ,909,0, , , , ,XXXX,C1,23,88.0,E,H, , , , ,,6.0,F,8.0,17,0.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,3,0,33,34,13,9,0,1, , , ,7.0,14, , , , , ,Y, , ,Y, , , ,Y, ,Y, , , ,2,X,1179,328,363,63,0,37,53,47,98,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,31,40,43,31,41,44,31,37,40,23,14,23,23,22,10,5,1,15,16,31,21,17,12,2,10,8,30,62,40,18,7,71,5,3,22,256,323,99,98,1,1,0,0,0,0,0,872,940,5,4,95,5,98,2,0,52,90,84,48,96,4,4,2,2,7,5,2,24,66,7,1,1,0,1,8,37,62,95,0,0,71,60,63,17,5,1,0,0,4,1,0,0,44,56,81,88,7040.0,75.0,609.0,484,499,476,504,15431,4,11,13,28,38,5,1,0,1,1,8,10,31,45,3,1,0,1,12,1,41,1,31,69,13,82,13,0,0,0,0,0,1,4,2,49,31,34,6,79,75,84,66,78,65,60,56,99,0,0,18,12,3,10,16,0,2,6,1,17,7,5,3,1,0,9,26,6,5,2,17,5,5,3,0,6,5,9,2,9,0,1,6,76,9,0,120,6,14,44,14,8,11,4,11,22,3,21,9,0,0,0,18,33,1,34,9,13,27,0,6,3,29,0,0,5,0,2,1,0,0,0,0,0,1,71,97,2,0,1,99,90,34,9,17,2,4,24,66,89,11,0,0,2,29,60,0,0,9,59,41,22,99,99,7,3,5,4,9706,9606.0,9604.0,9604.0,9603.0,9602.0,9601.0,9511.0,9510.0,9510.0,9508.0,9507.0,9506.0,9504.0,9503.0,9502.0,9501.0,9411.0,9411.0,9410.0,9409.0,9407.0,9406.0,L4D,S4D,S4D,S4D,S4D,S4D,S4D,S4D,S4D,S4D,S4D,S4D,S4D,S4D,S4D,S3C,S3C,S4C,S4C,S4C,S4C,S3C,S2C,32,9702,82,5,12,,,,,9603.0,,9512.0,,9511.0,,,,9506.0,9504.0,9502.0,9501.0,9412.0,9412.0,9411.0,,,9406.0,,,,,3.0,,5.0,,3.0,,,,3.0,3.0,3.0,3.0,5.0,3.0,3.0,,,3.0,153.0,45,18,2.0,9002,5.0,8801,3.0,9603,8610,8702.0,4.0,3.4,46266,0,0.0,1,L,4,D,X,X,X,15.0,A
8601,BHG,2,NC,28467, , ,2001,0, , , , ,XXXX,C2,28,78.0,I, , , , , ,,,M,,0,,,,,,,,,,,,,,, ,0,56,12,71,1,5,1, , , ,4.0, , , , , , , , , , , , , , , , , , , , ,X,3862,1371,1723,0,0,99,48,52,85,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,54,58,60,47,54,56,14,46,31,22,7,13,11,12,24,28,6,21,19,25,18,17,44,10,41,18,57,25,12,4,1,74,7,8,12,156,224,59,58,0,9,9,9,0,0,0,974,1040,3,3,87,13,69,31,72,18,80,72,14,89,11,4,1,3,10,15,2,7,37,40,4,9,2,3,14,47,72,90,0,2,40,51,52,13,3,4,5,32,6,0,2,4,14,29,45,69,9200.0,355.0,550.0,252,279,300,330,13321,28,22,18,20,8,2,0,1,1,22,21,19,23,9,2,0,1,2,56,7,53,13,48,52,34,73,22,0,0,0,0,0,3,1,36,5,19,25,8,57,43,48,38,45,34,72,48,86,99,3,4,14,1,17,14,0,1,18,8,13,4,4,3,6,0,16,5,4,2,2,25,7,4,6,7,2,6,6,1,3,4,1,11,77,3,1,120,10,14,33,21,7,11,4,2,11,1,9,3,0,0,0,28,55,2,15,23,67,2,1,9,1,9,0,0,8,2,0,0,0,0,0,0,0,2,32,99,1,0,0,96,57,11,5,9,7,35,62,83,90,10,1,1,1,8,71,16,0,5,63,37,35,99,95,9,3,10,15,9706,9606.0,9604.0,9604.0,9603.0,9602.0,9601.0,9511.0,9510.0,9510.0,9508.0,9507.0,9506.0,9504.0,9503.0,9502.0,9501.0,9411.0,9411.0,9410.0,9409.0,9407.0,9406.0,L2E,S2E,S2E,S3E,S3E,S3E,S3E,S2E,S2E,S2E,S2E,S2E,S2E,S3E,S3E,S2E,S2E,S3E,S3E,S3E,S3E,S3E,S3E,28,9702,69,6,13,,,,,,,9512.0,,,9510.0,,,,,9503.0,,9412.0,,,,,,,,,,,,13.0,,,13.0,,,,,9.0,,13.0,,,,,,128.0,15,9,4.0,8902,13.0,9412,13.0,9512,8807,8902.0,7.0,8.5333333333,20752,1,13.0,0,L,2,E,X,X,X,13.0,C
8601,BHG,0,AR,72762, , ,2301,0, , , , ,XXXX,T2,40,75.0,E,H, , , , ,,5.0,F,8.0,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,3,0,24,63,19,7,5,3, , , ,8.0, , , , , , ,Y, , , , , , ,Y, , , , , ,3,X,1392,411,497,45,0,55,50,50,99,0,1,0,2,0,0,0,0,0,0,0,1,0,0,1,34,43,46,36,46,48,27,34,44,22,10,23,19,17,14,11,7,11,16,34,23,16,25,7,23,14,37,48,30,12,3,71,7,6,17,196,280,83,81,1,1,0,0,0,0,0,639,693,3,2,85,15,96,4,5,38,83,76,36,91,9,2,1,1,9,12,3,22,59,18,0,0,0,1,4,14,34,70,0,0,42,51,55,15,5,1,0,16,10,0,0,5,0,9,31,66,2580.0,325.0,670.0,240,272,304,330,11840,23,30,18,15,12,1,0,1,2,17,30,20,19,12,1,0,1,2,28,6,36,9,44,56,8,84,11,0,0,0,0,0,1,4,1,10,16,18,2,57,65,77,53,73,47,62,48,99,81,1,8,7,3,10,12,1,2,13,5,16,10,7,6,5,0,8,21,9,1,3,18,3,3,4,0,12,4,5,2,4,2,3,9,75,5,2,120,17,21,40,13,2,5,2,2,22,2,19,4,0,0,0,17,34,0,29,17,34,15,1,4,0,6,0,0,13,1,0,0,0,0,1,0,0,1,61,98,1,0,0,97,70,31,7,20,4,15,24,55,79,21,0,0,76,6,5,0,0,13,67,31,5,99,94,6,2,9,8,9706,9606.0,9604.0,9604.0,9603.0,9602.0,9601.0,9511.0,9510.0,9509.0,9508.0,9507.0,9506.0,9504.0,9503.0,9502.0,9412.0,9411.0,9411.0,9410.0,9409.0,9407.0,9406.0,L1G,A1G,A1G,A1G,L1G,A1G,A1G,A1G,A1G,A1G,A1G,A1G,A1G,A1G,A1G,A1G,A1G,A1G,A1G,A1G,A1G,A1G,A1G,29,9702,66,6,13,,,,,,,,,,,,,,,,,,,9412.0,,,,,,,,,,,,,,,,,,,,,,30.0,,,,193.0,10,5,3.0,9112,30.0,9212,30.0,9512,8612,8711.0,11.0,19.3,112375,0,0.0,1,L,1,G,X,X,X,53.0,C
9001,SSS,1,CA,92021, , ,1809,0, , , , ,XXXX,S2,17,79.0,E,H, , , , ,,2.0,M,4.0,25,1.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,6.0,0.0,0.0,3,4,32,29,25,5,2,5, , , ,4.0,12, ,Y, , , , , , , , , , ,Y, ,Y, , , ,2,X,6441,1706,2333,99,0,0,49,51,93,1,1,2,9,0,0,0,1,0,0,0,7,0,0,1,29,36,40,32,41,44,27,45,37,18,16,28,22,13,9,8,4,19,18,31,18,14,17,5,14,18,34,48,28,12,4,56,15,4,24,193,275,50,43,1,42,41,37,0,0,0,1687,1746,6,6,55,45,95,5,0,41,73,57,29,83,17,11,2,10,16,16,9,22,60,11,1,1,0,24,66,88,98,99,3,6,39,51,50,15,5,16,26,8,8,4,33,0,73,91,98,99,7320.0,15.0,825.0,331,373,385,413,14343,13,17,22,22,18,6,1,0,0,10,15,22,24,20,7,1,1,0,19,7,38,11,65,35,15,77,16,1,1,0,0,1,2,2,1,2,23,28,6,66,75,86,65,81,61,71,44,71,99,9,11,12,4,13,18,1,1,10,1,16,6,3,4,1,0,15,14,2,4,4,19,7,6,4,1,8,4,7,4,5,2,5,7,76,5,0,123,4,15,30,28,8,11,4,4,24,2,17,8,2,4,0,17,32,4,29,17,25,27,0,5,1,8,0,0,6,4,0,2,0,0,0,0,0,6,50,92,4,1,3,96,63,17,3,14,0,9,20,59,72,28,6,5,62,1,34,1,0,3,99,0,93,99,98,10,2,5,5,9706,9606.0,9604.0,9604.0,9603.0,9602.0,9601.0,9511.0,,9509.0,9508.0,,9506.0,,9503.0,9502.0,9501.0,9411.0,9411.0,9410.0,9409.0,9407.0,9406.0,L2E,S2E,S2E,S2E,A1E,S2E,S2E,A1E, ,A1E,A1E, ,A1E, ,S2E,S2E,S2E,S2E,S2E,S2E,S2E,S3F,S3F,22,9702,60,6,13,,,,,,9601.0,,,,9509.0,,,,,,,9412.0,,,,,,,,,,,10.0,,,,12.0,,,,,,,10.0,,,,,,119.0,10,8,5.0,9402,20.0,9106,10.0,9601,9009,9106.0,9.0,11.9,152154,0,0.0,1,L,2,E,X,X,X,21.0,A
8601,WKB,0,SC,29617, , ,1611,0, , , , ,XXXX,C3,30,81.0,E,H, , , , ,,2.0,F,5.0,21,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1,0,33,28,16,6,2,1, , , ,5.0, , , , , , , , , , , , , , , , , , , , , ,1605,467,627,99,0,0,48,52,81,18,0,0,6,0,0,0,0,0,0,0,0,1,0,4,30,37,41,33,41,44,24,45,33,22,16,28,20,15,11,8,3,20,18,28,17,17,16,5,14,19,33,48,21,4,1,57,13,6,25,195,256,55,53,20,43,23,21,0,0,0,617,631,3,3,50,50,97,3,5,40,74,57,29,85,15,11,1,10,15,18,6,14,55,11,5,12,0,0,0,2,20,80,0,1,35,48,50,15,5,33,9,2,7,22,20,1,1,2,52,89,3160.0,213.0,567.0,295,304,311,337,12127,17,22,31,15,13,2,0,0,0,9,24,34,15,14,3,0,0,0,16,2,21,9,35,65,10,88,12,0,0,0,0,0,1,0,1,4,19,20,1,74,84,94,73,91,69,78,53,88,99,2,8,6,3,11,15,0,4,14,1,15,18,5,1,2,1,6,27,4,1,5,22,3,3,3,0,7,6,6,4,6,2,1,1,83,8,0,120,6,20,40,19,9,3,2,2,19,0,15,5,0,0,0,16,33,0,28,25,16,15,0,8,0,5,0,0,7,2,0,0,0,0,0,0,0,7,75,90,9,0,1,98,71,14,9,23,0,3,15,31,77,23,0,0,12,3,67,16,0,2,99,0,88,99,99,6,2,9,5,9706,9606.0,9604.0,9604.0,9603.0,9602.0,9601.0,9511.0,9510.0,9509.0,9508.0,9507.0,9506.0,,9503.0,9502.0,9412.0,9411.0,9411.0,9410.0,9409.0,9407.0,9406.0,L1F,A1F,A1F,A1F,L2F,A1F,A1F,A1F,A1F,A1F,A1F,A1F,A1F, ,A1F,A1F,A1F,A1F,A1F,A1F,A1F,A1F,A1F,33,9702,76,6,15,,,,,,,9601.0,,,,,,,,,,,,,,9410.0,,,,,,,,20.0,,,,,,,,,,,,,,20.0,,180.0,11,7,5.0,8812,45.0,8710,20.0,9601,8612,8710.0,10.0,16.363636364,24462,0,0.0,1,L,1,F,X,X,X,26.0,B
9101,L01,2,MO,65801, , ,912,0, , , , ,XXXX,C3,30,88.0, ,U, , , , ,,2.0,F,0.0,0,,,,,,,,,,,,,,,1,0,23,32,28,7,8,3, , , ,0.0, , , , , , , , , , , , , , , , , , , , ,X,2750,619,1201,99,0,0,47,53,92,6,1,1,1,0,0,0,0,0,0,0,1,0,0,0,32,39,44,37,46,50,24,40,39,21,15,25,17,9,10,10,14,17,16,30,20,17,28,17,27,43,26,31,18,8,4,40,19,13,27,127,219,62,61,12,37,26,15,4,4,0,302,302,2,2,39,61,86,14,3,27,52,35,16,70,30,12,2,9,24,30,6,17,53,22,2,4,1,0,0,0,0,4,0,12,28,47,45,11,4,27,11,0,28,19,14,0,3,4,17,65,7920.0,427.0,619.0,122,194,161,217,7485,57,25,9,6,2,0,0,0,0,38,32,15,10,4,1,0,0,0,34,13,21,29,71,29,16,66,17,3,2,0,1,0,11,4,0,4,16,17,2,58,58,64,52,56,48,67,45,79,99,20,12,4,1,11,14,1,2,20,1,12,11,4,6,1,0,6,18,4,2,2,26,2,11,4,2,9,3,9,1,4,2,1,6,75,13,0,120,17,14,33,20,4,8,4,4,22,1,17,7,0,0,0,16,32,2,30,14,24,26,1,10,1,7,0,0,4,1,0,0,0,0,1,0,0,2,56,97,2,0,1,77,29,6,3,51,0,1,2,6,8,92,0,0,89,0,9,0,0,1,99,0,99,98,83,7,2,5,5,9706,9606.0,9604.0,9604.0,9603.0,9602.0,9601.0,9511.0,,9510.0,9508.0,9507.0,9506.0,9504.0,9503.0,9502.0,9501.0,9411.0,,,9409.0,,9406.0,L4D,S4D,S4D,S4D,S4D,S4D,S4D,S4D, ,S4D,S4D,S4D,S4D,S4D,S4D,S4C,S4C,A4C, , ,A4C, ,A4C,21,9702,54,6,13,,,,,,9601.0,,,,9509.0,9507.0,9506.0,,,,9501.0,,,,9409.0,,,,,,,,6.0,,,,6.0,3.0,5.0,,,,3.0,,,,3.0,,,57.0,18,8,1.0,9212,6.0,9509,6.0,9601,9108,9112.0,4.0,3.1666666667,104202,0,0.0,1,L,4,D,X,X,X,48.0,B
8601,DRK,2,MO,63401, , ,1911,0, , , , ,XXXX,T2,38,78.0,E,U, , , , ,,2.0,F,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,19,33,0,3,0,0, , , ,0.0, , , , , , , , , , , , , , , , , , , ,1,X,693,147,313,0,99,0,47,53,94,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,34,44,49,38,48,52,25,37,43,21,15,18,16,14,12,10,15,14,16,30,23,17,27,19,27,47,27,26,14,8,4,37,21,14,28,110,205,26,25,20,72,52,26,7,5,2,242,292,2,2,35,65,77,23,1,28,47,31,16,65,35,12,3,9,21,36,6,20,51,23,1,3,2,0,0,1,6,13,0,12,31,49,47,11,3,63,10,0,5,38,23,0,0,0,6,45,0.0,227.0,717.0,123,134,213,272,10005,57,12,9,12,8,3,0,0,0,54,6,5,17,11,6,0,0,0,25,13,49,37,60,40,14,58,25,14,0,0,14,0,3,0,8,2,14,16,0,46,61,85,44,81,43,57,76,0,0,20,8,22,3,9,8,0,0,24,0,7,16,3,0,0,0,4,31,6,0,8,17,2,13,6,0,4,5,4,0,3,0,0,16,79,2,0,120,12,26,20,15,5,23,0,2,25,0,25,2,1,3,0,8,19,0,33,22,0,0,0,2,1,8,0,0,5,0,0,0,0,0,0,0,0,1,67,96,0,1,2,62,27,10,5,51,0,0,0,0,0,99,0,0,97,0,3,0,0,0,99,0,99,99,86,4,2,6,2,9706,9606.0,9604.0,9604.0,9603.0,9602.0,9601.0,9511.0,9510.0,9509.0,9508.0,,9506.0,,9503.0,9502.0,9501.0,9411.0,9411.0,9410.0,9409.0,9407.0,9406.0,L1E,A1E,A1E,S2E,A1E,A1E,A1E,A1E,A1E,A1E,A1E, ,A1E, ,L3E,S3E,S3E,S3E,S3E,S3E,S3E,S3E,S3E,31,9702,76,6,13,,,,,,,,,,9601.0,,,,,9503.0,,,,,,,,,,,,,,,,,10.0,,,,,10.0,,,,,,,,103.0,24,13,2.0,8905,10.0,9312,10.0,9601,8611,8703.0,4.0,4.2916666667,101182,0,0.0,1,L,1,E,X,X,X,55.0,D
9101,L02,28,TX,79935, , ,0,0, , , , ,XXXX,U3,09,, ,U, , , , ,,2.0,F,2.0,0,,,,,,,,,,,,,,,3,5,22,64,14,8,4,5, , , ,, , , , , , , , , , , , , , , , , , , , , ,2282,586,774,99,0,0,46,54,65,5,0,1,73,0,0,0,0,1,0,0,71,0,0,2,24,33,37,26,37,41,36,43,38,19,22,32,22,11,6,4,3,18,18,31,18,15,11,4,7,19,23,58,35,14,5,49,18,4,30,234,294,31,25,3,67,64,53,0,0,0,563,565,4,3,25,75,95,5,5,58,76,47,33,88,12,25,3,22,13,15,5,19,41,5,1,3,0,0,0,0,7,74,0,12,25,42,43,17,6,31,36,0,9,13,52,0,1,24,70,83,2320.0,371.0,765.0,189,218,230,256,8400,43,19,14,22,1,0,2,0,0,40,15,12,29,1,0,3,0,0,17,10,14,32,60,40,15,78,18,1,1,0,0,1,1,1,3,1,18,21,2,67,68,84,58,79,52,50,21,72,99,12,11,13,1,11,18,1,7,14,0,12,3,5,4,0,2,3,10,5,8,3,22,6,10,3,1,2,15,2,8,8,4,5,2,72,9,0,122,11,14,24,29,6,14,2,2,36,2,29,7,3,5,2,10,22,2,64,9,14,6,1,6,0,6,0,0,1,0,0,0,0,0,2,0,0,15,64,35,62,0,3,83,43,11,3,15,0,0,0,86,99,0,0,3,80,2,18,0,0,0,99,0,99,99,93,4,2,2,2,9706,9606.0,9604.0,9604.0,9603.0,9602.0,9601.0,9511.0,9510.0,9509.0,9508.0,9507.0,9506.0,,9503.0,9502.0,9412.0,9411.0,9411.0,9410.0,9409.0,,9406.0,L3E,A3E,A3E,A3E,A4E,A3D,A3D,A3D,A2D,A2D,A2D,A2D,A1D, ,L1D,A1D,A1D,A1D,A1D,A1D,A1D, ,A1D,19,9702,45,6,12,,,,,,,,,,9512.0,9508.0,,,9505.0,,,,,9502.0,,,,,,,,,,,,,10.0,8.0,,,9.0,,,,,7.0,,,,54.0,8,4,3.0,9103,10.0,9512,10.0,9512,9103,9201.0,10.0,6.75,128985,0,0.0,1,L,3,E,X,X,X,46.0,B
9001,AML,1002,WI,53070, , ,0,0, , , , ,XXXX,R2,44,, , , , , , ,,,J,,0,,,,,,,,,,,,,,, ,0,21,28,34,8,1,0, , , ,5.0, , , ,Y, ,Y, ,Y,Y, , , , , , ,Y, , , ,2, ,3295,934,1131,2,0,98,50,50,99,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,31,42,45,34,45,49,31,39,39,22,12,22,21,15,12,11,8,13,17,36,20,13,26,9,25,16,34,50,34,16,4,73,3,5,19,201,290,85,83,8,14,6,2,0,0,0,626,703,3,2,83,17,86,14,89,42,83,78,40,93,7,2,0,2,8,12,2,26,56,17,0,0,0,1,3,10,30,77,0,1,58,58,59,15,4,13,1,0,5,8,2,0,3,4,31,79,7620.0,111.0,617.0,325,358,355,392,12502,16,16,25,26,12,3,1,0,0,9,14,26,31,15,4,1,0,0,29,2,64,4,31,69,2,70,17,0,0,0,0,0,9,4,0,14,15,18,1,55,68,77,59,76,58,72,66,80,99,1,11,6,3,6,16,0,1,14,2,15,18,3,5,2,0,8,38,3,1,3,12,5,2,2,0,11,8,5,1,8,1,0,8,76,6,0,120,10,9,42,17,8,9,5,8,19,3,21,3,0,0,0,11,21,1,27,20,32,9,48,1,0,15,0,0,0,0,0,0,0,0,0,0,0,1,88,98,1,0,1,96,65,16,10,35,0,6,12,31,44,56,2,1,48,13,19,18,0,2,60,40,60,99,99,9,3,6,6,9706,9606.0,9604.0,9604.0,9603.0,9602.0,9601.0,9511.0,,9509.0,9508.0,9507.0,9506.0,,9503.0,9502.0,9412.0,9411.0,,,9409.0,9407.0,9406.0,L1F,A1F,A1F,A1F,A1F,A1F,A1F,A1E, ,A2E,A2E,A2E,A2E, ,A3F,A3F,A3F,A2F, , ,A1F,A1F,A1F,24,9702,56,6,12,,,,,,,,,,9509.0,,,,,,,,,,9409.0,,9407.0,,,,,,,,,,15.0,,,,,,,,,,10.0,,10.0,96.0,8,6,3.0,9103,20.0,9402,15.0,9509,9009,9103.0,6.0,12.0,77390,0,0.0,0,L,1,F,X,X,X,44.0,C
9601,HAM,1,CA,91709, , ,0,0, , , , ,XXXX,S1,14,, , , , , , ,,,F,,0,,,,,,,,,,,,,,, ,0,27,26,40,5,5,2, , , ,, , , , , , , , , , , , , , , , , , , , , ,2583,738,856,99,0,0,50,50,70,2,0,22,13,2,1,4,11,1,1,0,10,0,0,2,32,37,39,31,40,42,27,43,40,17,9,29,31,15,9,4,2,19,18,34,17,12,10,2,7,10,34,55,35,14,5,74,5,2,19,226,300,81,77,0,12,12,11,0,0,0,2924,3030,11,8,97,3,60,40,0,45,86,81,42,92,8,3,1,2,9,7,3,15,48,6,1,2,0,94,97,99,99,99,45,0,77,68,67,16,3,11,0,7,2,0,0,0,85,85,85,85,6780.0,13.0,803.0,672,645,706,716,23700,6,3,4,15,29,27,8,7,1,3,1,7,17,33,22,7,9,1,10,0,43,4,72,28,8,79,14,0,0,0,0,0,5,3,0,79,34,40,18,71,73,87,60,85,60,64,49,99,99,1,11,24,2,21,20,0,1,4,4,8,2,0,3,6,0,8,17,0,5,9,17,9,1,1,1,6,9,5,5,5,5,2,6,78,3,1,140,0,2,25,28,10,25,10,2,27,1,17,10,0,0,0,13,27,0,26,29,40,0,0,5,1,5,0,0,2,3,0,3,1,0,2,0,0,16,52,79,7,11,3,99,87,27,3,7,19,44,63,95,98,2,1,0,93,0,7,0,0,0,99,1,98,99,97,18,3,9,6,9706,9606.0,9604.0,,9603.0,,,9509.0,,,,,,,,,,,,,,,,L1F,F1F,F1F, ,F1F, , ,P1F, , , , , , , , , , , , , , , ,4,9702,13,4,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,1,0,20.0,9512,20.0,9512,20.0,9512,9512,,,20.0,149968,0,0.0,0,L,1,F,X,X,X,5.0,A
